BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RIANEWS_exposure_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RIANEWS_exposure_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RIANEWS_exposure_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RIANEWS_exposure_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RIANEWS_exposure_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RUSSIATODAY_media_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RUSSIATODAY_media_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RUSSIATODAY_media_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RUSSIATODAY_media_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RUSSIATODAY_media_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RUSSIATODAY_exposure_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RUSSIATODAY_exposure_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RUSSIATODAY_exposure_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RUSSIATODAY_exposure_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RUSSIATODAY_exposure_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_media_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_media_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_media_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_media_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_media_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_exposure_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_exposure_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_exposure_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_exposure_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_exposure_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_WAR_media_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_WAR_media_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_WAR_media_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_WAR_media_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_WAR_media_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_WAR_exposure_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_WAR_exposure_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_WAR_exposure_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_WAR_exposure_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TCHANEL_WAR_exposure_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RBK_media_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RBK_media_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RBK_media_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RBK_media_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RBK_media_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RBK_exposure_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RBK_exposure_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RBK_exposure_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RBK_exposure_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,RBK_exposure_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_media_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_media_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_media_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_media_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_media_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_exposure_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_exposure_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_exposure_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_exposure_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,TACC_exposure_5
BAACAgIAAxkBAAJTymKxnKKRiiOa6-KEhuWvjPJw-ENGAALVGwAC3DyRSZt43E-YpwsIKQQ,YANDEXNEWS_media_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_media_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_media_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_media_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_media_5
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_exposure_1
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_exposure_2
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_exposure_3
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_exposure_4
BAACAgIAAxkBAAIkH2Koyxm9RvtfxEn5-ZOumij5CT7hAAMYAAJIvEhJ_ldvQ9Jjgj0kBA,YANDEXNEWS_exposure_5
BAACAgIAAxkBAAIlQGKqAlD-c8SU8TKzNLFUJz6rgZBcAAKQGwACSLxISS2m4eiXJQWeJAQ,putin_may
AgACAgIAAxkBAAIqFGKrPejtXXTa-jtr3ko4NVaR44PHAAK5uzEbvrJYSesE-alA4813AQADAgADcwADJAQ,lying_dictator_006
AgACAgIAAxkBAAIGRWKx9Fra0c5c84i4hwvLlpO3zgbsAAL7vDEb_NqRSToan-3UsjvKAQADAgADcwADKQQ,stopwar_rather_yes
AgACAgIAAxkBAAIGX2Kx9RT9b-mHZqYTPtea8zeLWWRcAAL7vDEb_NqRSToan-3UsjvKAQADAgADcwADKQQ,stopwar_idk
AgACAgIAAxkBAAIGZ2Kx9SZRcR4eFfTnSQrfNtbr86o5AAL7vDEb_NqRSToan-3UsjvKAQADAgADcwADKQQ,stopwar_rather_no
AgACAgIAAxkBAAIuRmKsP_6HUl1geCe3EakaW-3jC49OAAI6uzEbnX1hSRYYexOsWmrfAQADAgADcwADJAQ,normal_game_2
AgACAgIAAxkBAAIuTGKsQB9aDmJxaGKNZNqYoQfHYVWoAAJFuzEbnX1hSVxzRv68ENN4AQADAgADcwADJAQ,normal_game_4
AgACAgIAAxkBAAIucmKsS0vutizg_H1rmWJaUfE4gLMhAAI_vzEbp_xoSdk6old6ewYlAQADAgADcwADJAQ,reasons_normal_game_enough
BAACAgIAAxkBAAIwSWKshL6YRfKjjupk0ldgXMPNI4T-AAIrHAACp_xoSfG_9corx6LVJAQ,prevent_strike_meme_1
BAACAgIAAxkBAAIwUGKshRCfm5hXP8ERSHztZ8qPiZP0AAItHAACp_xoSeVCNIfYyK0pJAQ,prevent_strike_meme_2
BAACAgIAAxkBAAIwV2KshT4S16W-IG_ctIXBE710TWYvAAIvHAACp_xoSfP0NfrWcHkIJAQ,prevent_strike_meme_3
AgACAgIAAxkBAAIyNGKssQ3ospPBSTeKLAtl_ma8Vir1AALmvDEbnX1hSZdGIEkpdP4iAQADAgADcwADJAQ,nazi_76_percent
AgACAgIAAxkBAAIyO2KssX2GcsJiMxv-42LlEaZSSu1SAAKhwDEbp_xoSYYyAgizJuY7AQADAgADcwADJAQ,nazi_manipulation
AgACAgIAAxkBAAIyQmKssdXoRsfgxFjoDhUzxfotCvEyAAKkwDEbp_xoSVZ5SalTXgQwAQADAgADcwADJAQ,nazi_piechart
AgACAgIAAxkBAAInbGKrCmLJcVLzRyvI95_tsK3XkI9QAALfuTEbza4ISQdHtxJLBkv2AQADAgADcwADJAQ,statement_Песков_1
AgACAgIAAxkBAAInbGKrCmLJcVLzRyvI95_tsK3XkI9QAALfuTEbza4ISQdHtxJLBkv2AQADAgADcwADJAQ,statement_Песков_2
AgACAgIAAxkBAAInbGKrCmLJcVLzRyvI95_tsK3XkI9QAALfuTEbza4ISQdHtxJLBkv2AQADAgADcwADJAQ,statement_Соловьев_1
AgACAgIAAxkBAAInbGKrCmLJcVLzRyvI95_tsK3XkI9QAALfuTEbza4ISQdHtxJLBkv2AQADAgADcwADJAQ,statement_Соловьев_2
AgACAgIAAxkBAAInbGKrCmLJcVLzRyvI95_tsK3XkI9QAALfuTEbza4ISQdHtxJLBkv2AQADAgADcwADJAQ,statement_Скабеева_1
AgACAgIAAxkBAAInbGKrCmLJcVLzRyvI95_tsK3XkI9QAALfuTEbza4ISQdHtxJLBkv2AQADAgADcwADJAQ,statement_Скабеева_2
AgACAgIAAxkBAAInbGKrCmLJcVLzRyvI95_tsK3XkI9QAALfuTEbza4ISQdHtxJLBkv2AQADAgADcwADJAQ,statement_Кадыров_1
AgACAgIAAxkBAAInbGKrCmLJcVLzRyvI95_tsK3XkI9QAALfuTEbza4ISQdHtxJLBkv2AQADAgADcwADJAQ,statement_Кадыров_2
AgACAgIAAxkBAAInbGKrCmLJcVLzRyvI95_tsK3XkI9QAALfuTEbza4ISQdHtxJLBkv2AQADAgADcwADJAQ,statement_Лавров_1
AgACAgIAAxkBAAInbGKrCmLJcVLzRyvI95_tsK3XkI9QAALfuTEbza4ISQdHtxJLBkv2AQADAgADcwADJAQ,statement_Лавров_2
AgACAgIAAxkBAAInbGKrCmLJcVLzRyvI95_tsK3XkI9QAALfuTEbza4ISQdHtxJLBkv2AQADAgADcwADJAQ,statement_Подоляка_1
AgACAgIAAxkBAAInbGKrCmLJcVLzRyvI95_tsK3XkI9QAALfuTEbza4ISQdHtxJLBkv2AQADAgADcwADJAQ,statement_Подоляка_2
AgACAgQAAxkBAAIKUWKtzjp2LMmEYrh7T3avZGoF55kHAAI3uDEbOzlxUadvgltqbFTTAQADAgADcwADJAQ,tag123123
AgACAgIAAxkBAAI1imKtj46vDKjc8wFNM-3fi7eNdt7hAAKWuzEbp_xwSZ-dhUUyCBWIAQADAgADcwADJAQ,country_game_5
AgACAgIAAxkBAAI1kWKtkIguT3zydkCB8w0ICVxGdL5RAAKXuzEbp_xwSSJuG5nKPALPAQADAgADcwADJAQ,country_game_1
AgACAgIAAxkBAAI1mmKtkLQOhBCxGsk_qeL5_FSFWGHCAAKYuzEbp_xwSczfhUatW7PfAQADAgADcwADJAQ,country_game_2
